instruction,input,output
Diye gaye jaankari ke aadhaar par question ka answer dein.,"स्वाज़ीलैंड में आर्थिक विकास अपने पड़ोसियों से पिछड़ गया है। 2001 के बाद से वास्तविक सकल घरेलू उत्पाद की वृद्धि औसतन 2.8% रही है, जो अन्य दक्षिणी अफ्रीकी सीमा शुल्क संघ (SACU) के सदस्य देशों की वृद्धि से लगभग 2 प्रतिशत कम है। एसएनएल में कम कृषि उत्पादकता, बार-बार सूखा, एचआईवी/एड्स के विनाशकारी प्रभाव और अत्यधिक बड़े और अक्षम सरकारी क्षेत्र संभावित योगदान कारक हैं। एक दशक पहले बड़े पैमाने पर अधिशेष के बाद 1990 के दशक के अंत में स्वाज़ीलैंड का सार्वजनिक वित्त खराब हो गया। घटते राजस्व और बढ़े हुए खर्च के संयोजन से महत्वपूर्ण बजट घाटा हुआ।
Ques: अन्य दक्षिणी अफ्रीकी सीमा शुल्क संघ के सदस्यों की तुलना में स्वाजी असली सकल घरेलू उत्पाद की वृद्धि कितनी कम है स्वाजीलैंड है?",लगभग 2 प्रतिशत अंक
Jo information provide ki gayi hai uske basis par question ka jawab dein.,"अप्रैल 2013 में वोग द्वारा प्रकाशित एक साक्षात्कार में, बेयोनसे से पूछा गया कि क्या वह खुद को एक नारीवादी मानती है, जिसके लिए उसने कहा था, ""वह शब्द बहुत चरम हो सकता है। लेकिन मुझे लगता है कि मैं एक आधुनिक नारीवादी हूं। मैं समानता में विश्वास करता हूं ""। बाद में वह आंदोलन के साथ खुद को अधिक सार्वजनिक रूप से संरेखित करेगी, ""हमें सभी को नारीवादी बनना चाहिए"", अप्रैल 2013 में एक टेडक्स्यस्टन सम्मेलन में नाइजीरियाई लेखक चिमामंद नगोज़ी एडिची द्वारा वितरित एक भाषण, अपने गीत ""निर्दोष"" में, उस वर्ष बाद में जारी किया गया। उन्होंने बैन बॉसी अभियान में भी योगदान दिया है, जो लड़कियों में नेतृत्व को प्रोत्साहित करने के लिए टेलीविजन और सोशल मीडिया का उपयोग करता है।
Ques: बान बॉसी को क्या प्रोत्साहित करता है?",लड़कियों में नेतृत्व
Diye gaye context ke hisaab se sawal ka jawab dein.,"यूके में, जहां समर्पित सरकार है, स्कॉटिश, उत्तरी आयरिश और वेल्श सरकारों के नेताओं को प्रथम मंत्री स्टाइल किया जाता है। भारत में, प्रधान मंत्री को ""प्रधान मंत्री"" के रूप में जाना जाता है, जिसका अर्थ है ""प्रधान मंत्री""। पाकिस्तान में, प्रधान मंत्री को ""वजीर-ए-आज़म"" कहा जाता है, जिसका अर्थ है ""ग्रैंड विज़ीर""।
Ques: Wazir-E-Azam अंग्रेजी में क्या मतलब है?",ग्रैंड विज़ीर
Available jaankari ke basis par question ka answer karein.,"सर्बिया और युगोस्लाविया के पूर्व राष्ट्रपति के रूप में, स्लोबोडन Milošević, आईसीटीवाई में परीक्षण खड़े होने के लिए सबसे वरिष्ठ राजनीतिक आकृति थी। 11 मार्च 2006 को उनके मुकदमे के दौरान उनकी मृत्यु हो गई, जहां बोस्निया और हर्जेगोविना के भीतर क्षेत्रों में नरसंहार में नरसंहार या जटिलता का आरोप लगाया गया था, इसलिए कोई फैसला नहीं दिया गया था। 1995 में, आईसीटी ने नरसंहार सहित कई आरोपों पर बोस्नियाई सर्ब राडोवान कराडिज़िक और रत्को म्लादिक की गिरफ्तारी के लिए एक वारंट जारी किया। 21 जुलाई 2008 को, Karadžić को बेलग्रेड में गिरफ्तार किया गया था, और वह वर्तमान में अन्य अपराधों के बीच नरसंहार के आरोपी परीक्षण पर हेग में है। रत्को म्लादिक को 26 मई 2011 को लाज़ारेवो, सर्बिया में सर्बियाई विशेष पुलिस द्वारा गिरफ्तार किया गया था। कराडोजिक को उनके खिलाफ रखे ग्यारह आरोपों में से दस का दोषी पाया गया और 24 मार्च 2016 को 40 साल की जेल की सजा सुनाई गई।
Ques: कौन सा पूर्व राष्ट्रपति अब तक के सबसे वरिष्ठ राजनेता को ईसीटीई द्वारा नरसंहार अपराधों का आरोप लगाया गया था?",स्लोबोडन Milošević
Answer the given question based on the provided information.,"21 साल की उम्र में वह पेरिस में बस गए। उसके बाद, अपने जीवन के पिछले 18 वर्षों के दौरान, उन्होंने केवल कुछ 30 सार्वजनिक प्रदर्शन दिए, सैलून के अधिक घनिष्ठ वातावरण को प्राथमिकता दी। उन्होंने अपनी रचनाओं को बेचकर पियानो को बेचकर खुद को समर्थन दिया, जिसके लिए वह उच्च मांग में था। चोपिन ने फ्रांज लिस्ज़ के साथ दोस्ती का गठन किया और रॉबर्ट श्यूमन समेत अपने कई संगीत समकालीन लोगों द्वारा प्रशंसा की गई थी। 1835 में उन्होंने फ्रेंच नागरिकता प्राप्त की। 1837 से 1847 तक मारिया वोड्ज़िस्का के असफल सगाई के बाद उन्होंने फ्रेंच लेखक जॉर्ज रेत के साथ अक्सर परेशान संबंध बनाए रखा। 1838-39 में रेत के साथ मार्जर्का की एक संक्षिप्त और दुखी यात्रा रचना की उनकी सबसे अधिक उत्पादक अवधि में से एक थी। अपने पिछले वर्षों में, उन्हें आर्थिक रूप से उनके प्रशंसक जेन स्टर्लिंग द्वारा समर्थित किया गया था, जिन्होंने 1848 में स्कॉटलैंड जाने के लिए भी व्यवस्था की थी। अपने अधिकांश जीवन के माध्यम से, चोपिन को खराब स्वास्थ्य से पीड़ित था। 1849 में पेरिस में उनकी मृत्यु हो गई, शायद तपेदिक की।
Ques: उन्होंने किस वर्ष फ्रांस में नागरिकता हासिल की?",1835
Provide a response to the question using the given details.,"सीपीपीसीजी के सभी हस्ताक्षरकर्ताओं को शांति और युद्ध दोनों में नरसंहार के कृत्यों को रोकने और दंडित करने की आवश्यकता होती है, हालांकि कुछ बाधाएं इस प्रवर्तन को मुश्किल बनाती हैं। विशेष रूप से, कुछ हस्ताक्षरकर्ता-अर्थात्, बहरीन, बांग्लादेश, भारत, मलेशिया, फिलीपींस, सिंगापुर, संयुक्त राज्य अमेरिका, वियतनाम, यमन और पूर्व युगोस्लाविया ने प्रावधान के साथ हस्ताक्षर किए कि नरसंहार का कोई दावा उनके खिलाफ नहीं लाया जा सकता हैउनकी सहमति के बिना न्यायालय का अंतर्राष्ट्रीय न्यायालय। इन आरक्षणों के नैतिकता और कानूनी स्थिति पर अन्य हस्ताक्षरकर्ताओं (विशेष रूप से साइप्रस और नॉर्वे) के आधिकारिक विरोधों के बावजूद, वे अभियोजन पक्ष से प्रतिरक्षा को समय-समय पर अनुदान दिया गया है, जब संयुक्त राज्य अमेरिका ने नरसंहार के प्रभार के खिलाफ पहुंचने से इनकार कर दिया था1 999 कोसोवो युद्ध के बाद पूर्व युगोस्लाविया द्वारा।
Ques: क्या प्रमुख पश्चिमी शक्ति को अपने खिलाफ नरसंहार के आरोपों या दावों से मुक्त किया जाता है?",संयुक्त राज्य
Use the supplied information to answer the question.,"बेयोनसे ने सुगंध के लिए टॉमी हिलफिगर के साथ काम किया है सच्चे स्टार (एक स्टार पर एक कवर संस्करण ""और सच्चे स्टार सोने का एक कवर संस्करण;उन्होंने 2007 में एम्पोरियो अरमानी के हीरे सुगंध को भी बढ़ावा दिया। बेयोनसे ने अपनी पहली आधिकारिक सुगंध, 2010 में गर्मी की शुरुआत की। वाणिज्यिक, जिसमें 1956 के गीत ""बुखार"" को शामिल किया गया था, यूनाइटेड किंगडम में पानी के बने पानी के बाद दिखाया गया था क्योंकि यह एक कमरे में नग्न झूठ बोलने के लिए बेयोनसे की एक छवि के साथ शुरू होता है। फरवरी 2011 में, बेयोनसे ने अपनी दूसरी सुगंध, हीट रश लॉन्च किया। बेयोनसे की तीसरी सुगंध, पल्स, सितंबर 2011 में लॉन्च की गई थी। 2013 में, श्रीमती। हीट का कार्टर शो सीमित संस्करण संस्करण जारी किया गया था। गर्मी के छह संस्करण दुनिया की सबसे अच्छी बिक्री वाले सेलिब्रिटी सुगंध रेखा हैं, जो $ 400 मिलियन से अधिक की बिक्री के साथ हैं।
Ques: गर्मी के कितने संस्करण मौजूद हैं?",छह
Respond to the question according to the provided context.,"बार्थलेमी के पास एक छोटा सा हवाई अड्डा है जो द्वीप के उत्तर तट पर गुस्ताफ III हवाई अड्डे के रूप में जाना जाता है जिसे छोटे क्षेत्रीय वाणिज्यिक विमान और चार्टर्स द्वारा परोसा जाता है। एक सामान्य वाणिज्यिक जेट एयरलाइनर भूमि के लिए पर्याप्त रनवे की लंबाई वाला निकटतम हवाई अड्डा सिंट मार्टन के पड़ोसी द्वीप पर है: राजकुमारी जूलियाना अंतरराष्ट्रीय हवाई अड्डे, जो एक केंद्र के रूप में कार्य करता है, जो क्षेत्रीय वाहक के साथ कनेक्टिंग उड़ानें प्रदान करता है। बार्थेलमी। कई अंतरराष्ट्रीय एयरलाइंस और घरेलू कैरीबियाई एयरलाइंस इस क्षेत्र में काम करते हैं।
Ques: सेंट में हवाई अड्डे का नाम क्या है? बार्ट्स?",गुस्ताफ III
दिए गए जानकारी के आधार पर प्रश्न का उत्तर दें।,"कुत्तों को 63 दिनों के औसत के साथ निषेचन के बाद लगभग 58 से 68 दिन लगते हैं, हालांकि गर्भधारण की लंबाई अलग-अलग हो सकती है। एक औसत कूड़े में लगभग छह पिल्ले होते हैं, हालांकि यह संख्या कुत्ते की नस्ल के आधार पर व्यापक रूप से भिन्न हो सकती है। आम तौर पर, खिलौने कुत्ते प्रत्येक कूड़े में एक से चार पिल्लों का उत्पादन करते हैं, जबकि बहुत अधिक नस्लों बारह के रूप में औसत हो सकता है।
Ques: पिल्लों को देने से पहले महिला कुत्ते कितनी देर तक ले जाते हैं?",58 से 68 दिन
प्रदान की गई जानकारी का उपयोग करके प्रश्न का उत्तर दें।,"घरेलू कुत्ते अक्सर काउंटरशेडिंग, एक आम प्राकृतिक छलावरण पैटर्न के अवशेषों को प्रदर्शित करते हैं। एक काउंटरशेडेड जानवर को इसकी ऊपरी सतहों और नीचे हल्के रंग पर अंधेरा रंग होगा, जो इसकी सामान्य दृश्यता को कम करता है। इस प्रकार, कई नस्लों में कभी-कभी ""ब्लेज़"", पट्टी, या सफेद फर के ""स्टार"" की छाती या अंडरसाइड पर होगा।
Ques: काउंटरशेडिंग के साथ एक कुत्ता में अंधेरा रंग है जहां?",ऊपरी सतह
दिए गए संदर्भ के अनुसार प्रश्न का उत्तर दें।,"स्व-परिश्रम या ""आत्म-शक्ति"" की विधि - बाहरी बल पर निर्भरता या बौद्ध धर्म, शुद्ध भूमि के किसी अन्य प्रमुख रूप के विपरीत निर्भर है, जिसे सलामिफिक ""अन्य शक्ति"" में अत्यधिक विश्वास की विशेषता हैअमिताभ बुद्ध। शुद्ध भूमि बौद्ध धर्म एक बहुत व्यापक है और शायद बौद्ध धर्म और केंद्रों के केंद्रों का सबसे विश्वास-उन्मुख अभिव्यक्ति है कि अमिताभ बुद्ध में विश्वास और उनके नाम पर श्रान्त का जप करना एक मौत पर एक शिथिल (安樂), शुद्ध भूमि (淨土) में स्वतंत्रता है) अमिताभ बुद्ध के। यह बौद्ध क्षेत्र भिन्नता के रूप में भिन्नता है, या अनिवार्य रूप से निर्वाण के रूप में ही। अमिताभ बुद्ध की महान शपथ को सैद्धांतिक पीड़ा से सभी प्राणियों को बचाने के लिए शुद्ध भूमि बौद्ध धर्म के रूप में सार्वभौमिक रूप से प्रभावशाली रूप से देखा जाता है, अगर केवल उस शपथ की शक्ति में विश्वास है या उसका नाम बदल गया है।
Ques: अमिताभ बुद्ध की ""अन्य शक्ति"" में गहरे truts द्वारा विशेषता क्या है?",शुद्ध भूमि
उपलब्ध जानकारी के आधार पर सवाल का जवाब दें।,"अन्य ने यह इंगित किया है कि इस परिमाण के संकट के कारण किए गए इन ऋणों में से पर्याप्त पर्याप्त नहीं थे। पोर्टफोलियो पत्रिका में एक लेख में, माइकल लुईस ने एक व्यापारी के साथ बात की जिसने ध्यान दिया कि ""अंत उत्पाद के लिए निवेशकों की भूख को संतुष्ट करने के लिए [खराब ऋण] [खराब ऋण] के साथ पर्याप्त अमेरिकियों के साथ पर्याप्त अमेरिकी नहीं थे। ""अनिवार्य रूप से, निवेश बैंक और हेज फंड ने वित्तीय नवाचार का उपयोग किया ताकि बड़े मजदूरों को कम करने के लिए, अंतर्निहित बंधक ऋण के वास्तविक मूल्य से काफी दूर, क्रेडिट डिफ़ॉल्ट स्वैप, संपार्श्विक ऋण दायित्वों और सिंथेटिक सीडीओ नामक डेरिवेटिव का उपयोग करके।
Ques: डेरिवेटिव के कुछ नाम क्या हैं?","क्रेडिट डिफ़ॉल्ट स्वैप, संपार्श्विक ऋण दायित्वों और सिंथेटिक सीडीओ"
Diye gaye jaankari ke aadhaar par question ka answer dein.,"पेलाओस की योजना कैंटरियन पहाड़ों का उपयोग शरण और आक्रमणशील मूर से सुरक्षा के स्थान के रूप में उपयोग करना था। उसके बाद उन्होंने इबेरियन प्रायद्वीप की ईसाई सेनाओं को फिर से इकट्ठा करना और कैंटरियन पहाड़ों को एक स्प्रिंगबोर्ड के रूप में उपयोग करना जिससे मूर से अपनी भूमि को फिर से हासिल किया। इस प्रक्रिया में, 722 ईस्वी में कोवाडोंगा की लड़ाई में मूर को पराजित करने के बाद, पेलायोस को राजा घोषित किया गया था, इस प्रकार ईसाई धर्म के ईसाई राज्य की स्थापना और पुर्तगाली में ज्ञात ईसाई पुनर्विक्रेताओं के युद्ध शुरू करने के लिए पुनरुत्थान क्रिस्टरा के रूप में जाना जाता है।
Ques: पेलायस द्वारा शुरू की गई ईसाई पुनरवाहन का युद्ध क्या था, जिसे पोर्तुगीज में जाना जाता है?",पुनरुत्थान क्रिस्टरा
Jo information provide ki gayi hai uske basis par question ka jawab dein.,"52 वें वार्षिक ग्रैमी अवॉर्ड्स में, बेयोने को दस नामांकन प्राप्त हुए, जिसमें मैं वर्ष के एल्बम के लिए हूं। साशा भयंकर, ""हेलो"" के लिए वर्ष का रिकॉर्ड, और वर्ष का गीत ""एकल महिलाओं (उस पर एक अंगूठी डालें)"", दूसरों के बीच। वह एक महिला कलाकार द्वारा एक वर्ष में अधिकांश ग्रैमी नामांकन के लिए लॉरिन हिल से बंधी हुई। 2010 में, बेयोनसे को लेडी गागा के एकल ""टेलीफोन"" और इसके संगीत वीडियो पर दिखाया गया था। गीत अमेरिकी पॉप गाने चार्ट में सबसे ऊपर है, जो बियोनसे और गागा दोनों के लिए छठा नंबर एक बन गया है, जो 1992 में लॉन्च किए गए नील्सन टॉप 40 एयरप्ले चार्ट के बाद से अधिकांश संख्या के लिए मारिया केरी के साथ उन्हें बांधते हैं। ""टेलीफोन"" को वोकल्स के साथ सर्वश्रेष्ठ पॉप सहयोग के लिए एक ग्रैमी पुरस्कार नामांकन मिला।
Ques: महिला कलाकारों के लिए सबसे ग्रैमी नामांकन के लिए बेयोनसे टाई किसने किया?",लॉरिन हिल
Diye gaye context ke hisaab se sawal ka jawab dein.,"सितंबर 1823 से 1826 तक चोपिन ने वारसॉ लिसीम में भाग लिया, जहां उन्हें अपने पहले वर्ष के दौरान चेक संगीतकार विल्हेम वुरफेल से अंग सबक प्राप्त हुए। 1826 के शरद ऋतु में उन्होंने वॉरसॉ कंज़र्वेटरी में सिलेसियन संगीतकार जोजेफ एल्सनर के तहत तीन साल का कोर्स शुरू किया, संगीत सिद्धांत का अध्ययन, बास और संरचना का अध्ययन किया। [एन 3] इस अवधि के दौरान उन्होंने लिखना जारी रखा और वारसॉ में संगीत कार्यक्रमों और सैलून में पुनर्विकास देना जारी रखा। वह एक यांत्रिक अंग, ""एओलोमेलोडिकॉन"" के आविष्कारकों द्वारा लगाए गए थे, और मई 1825 में इस उपकरण पर उन्होंने मोस्चेल्स द्वारा अपने स्वयं के सुधार और एक कॉन्सर्ट का हिस्सा प्रदर्शन किया। इस संगीत कार्यक्रम की सफलता ने त्सार अलेक्जेंडर I, जो वारसॉ का दौरा कर रहे थे, पहले उपकरण पर एक समान उद्धरण देने के लिए निमंत्रण दिया;त्सार ने उन्हें हीरे की अंगूठी के साथ प्रस्तुत किया। 10 जून 1825 को बाद के एओलोमेलोडिकॉन संगीत कार्यक्रम में, चोपिन ने अपना रोंडो ओपी प्रदर्शन किया। वाणिज्यिक रूप से प्रकाशित होने के लिए यह उनके कार्यों में से पहला था और उन्हें विदेशी प्रेस में अपना पहला उल्लेख अर्जित किया गया था, जब लीपजिग ऑलगेमेइन Musikalische Zeitung ने अपने ""संगीत विचारों की संपत्ति"" की प्रशंसा की थी।
Ques: जो तारे ने पिछले संगीत कार्यक्रमों में अपनी सफलता के कारण फ्रेडीरिक किया था?",अलेक्जेंडर I
Available jaankari ke basis par question ka answer karein.,"भौतिकवाद के साथ दूसरी समस्या यह है कि यह संबंधों के महत्व को अस्पष्ट करता है। यह हर वस्तु को अन्य सभी वस्तुओं से अलग और असतत के रूप में देखता है। प्रत्येक ऑब्जेक्ट बस एक अक्रिय क्लंप है जो केवल अन्य चीजों से संबंधित है। प्राथमिक के रूप में पदार्थ का विचार लोगों को समय और स्थान में मूल रूप से अलग होने के रूप में वस्तुओं के बारे में सोचता है, और जरूरी नहीं कि किसी भी चीज से संबंधित। लेकिन व्हाइटहेड के विचार में, संबंध एक प्राथमिक भूमिका निभाते हैं, शायद खुद को रिलेटा से भी अधिक महत्वपूर्ण है। व्हाइटहेड के पतन में 1924 कक्षाओं में नोट्स लेने वाला एक छात्र ने लिखा कि:।
Ques: एक और मुद्दा क्या है कि व्हाइटहेड भौतिकवाद के साथ था?",यह संबंधों के महत्व को अस्पष्ट करता है
Answer the given question based on the provided information.,"10 नवंबर, 2007 को, लगभग 7:35 बजे, पैरामेडिक्स ने एक आपातकालीन कॉल का जवाब दिया कि वेस्ट की मां, डोंडा पश्चिम ने मरीना डेल रे, कैलिफ़ोर्निया के पास के सेंटिनेला फ्रीमैन अस्पताल में ले जाया। वह आपातकालीन कक्ष में उत्तरदायी नहीं थी, और पुनर्वसन प्रयासों के बाद, डॉक्टरों ने 58 वर्ष की उम्र में लगभग 8:30 बजे अपने मृतकों का उच्चारण किया। लॉस एंजिल्स काउंटी कोरोनर के कार्यालय ने जनवरी 2008 में कहा कि प्लास्टिक सर्जरी के बाद ""एकाधिक पोस्ट-ऑपरेटिव कारक"" पीड़ित होने पर पश्चिम की बीमारी से मृत्यु हो गई थी। वह लिपोसक्शन और स्तन में कमी आई थी। बेवर्ली हिल्स प्लास्टिक सर्जन आंद्रे अबूलियन ने सर्जरी करने से इनकार कर दिया था क्योंकि पश्चिम में एक स्वास्थ्य स्थिति थी जिसने उसे दिल के दौरे के लिए जोखिम में रखा था। अबूलियन ने उसे अपने कार्डियक इश्यू की जांच करने के लिए एक इंटर्निस्ट को संदर्भित किया। वह अबूलियन द्वारा अनुशंसित डॉक्टर से कभी नहीं मिलीं और तीसरे डॉक्टर, जन एडम्स द्वारा की गई प्रक्रियाएं थीं।
Ques: लगभग किस समय पर पैरामेडिक्स ने कन्या वेस्ट की मां, डोंडा के बारे में कॉल प्राप्त किया?",7:35 बजे
Provide a response to the question using the given details.,"अमेरिकन आइडल साइमन फुलर द्वारा बनाई गई ब्रिटिश शो पॉप मूर्ति पर आधारित थी, जो बदले में न्यूजीलैंड टेलीविजन गायन प्रतियोगिता पॉपस्टार से प्रेरित थी। टेलीविजन निर्माता निगेल लिथगो ने इसे ऑस्ट्रेलिया में देखा और इसे ब्रिटेन में लाने में मदद की। फुलर ऑडिशन में गायकों का चयन करने के लिए न्यायाधीशों के एक पैनल को नियोजित करने के पॉपस्टार से विचार से प्रेरित थे। उसके बाद उन्होंने अन्य तत्वों को जोड़ा, जैसे कि देखने के लिए टेलीफोन मतदान (जो उस समय पहले से ही यूरोविजन गीत प्रतियोगिता जैसे शो में उपयोग में था), बैकस्टोरी का नाटक और वास्तविक जीवन साबुन ओपेरा वास्तविक समय में प्रकट होता है। इस शो ने 2001 में ब्रिटेन में लिथगो के साथ दिखावटी-कार्यकारी निर्माता और उत्पादन नेता-और साइमन कॉवेल न्यायाधीशों में से एक के रूप में, और देखने के लिए एक बड़ी सफलता थी।
Ques: जिन्होंने ऑस्ट्रेलिया में पॉपस्टारों को देखा और ब्रिटेन की वही बात चाहती थी?",निगेल लिथगो
Use the supplied information to answer the question.,"देर से गर्मियों में उन्हें जेन स्टर्लिंग ने स्कॉटलैंड जाने के लिए आमंत्रित किया था, जहां वह एडिनबर्ग के पास काल्डर हाउस और रेनफ्रूशायर में जॉनस्टोन कैसल में रुक गए थे, दोनों स्टर्लिंग के परिवार के सदस्यों के स्वामित्व में थे। वह स्पष्ट रूप से मैत्री से परे जाने की धारणा थी, और चोपिन को यह स्पष्ट करने के लिए बाध्य किया गया था कि यह ऐसा नहीं हो सका। उन्होंने इस समय grzymała के लिए लिखा ""मेरी स्कॉटलैंड महिलाएं दयालु हैं, लेकिन इस तरह के बोर्स"", और अपनी भागीदारी के बारे में एक अफवाह का जवाब दे रहे हैं, जवाब दिया कि वह ""नपुंसकीय बिस्तर की तुलना में कब्र के करीब था। ""उन्होंने 27 सितंबर को ग्लासगो में एक सार्वजनिक संगीत कार्यक्रम दिया, और 4 अक्टूबर को क्वीन स्ट्रीट (अब एरस्किन हाउस) पर हॉपटौन रूम में एडिनबर्ग में दूसरा।। अक्टूबर 1848 के अंत में, पोलिश चिकित्सक एडम łyszczyński के साथ एडिनबर्ग में 10 वारिस्टन क्रिसेंट में रहते हुए, उन्होंने अपनी आखिरी इच्छा और प्रमाण पत्र लिखा- ""भविष्य में मेरे सामान से बने एक तरह का स्वभाव, अगर मुझे कहीं भी मृत छोड़ना चाहिए"", उन्होंने Grzymała को लिखा।
Ques: चोपिन ने 27 सितंबर को किस शहर में प्रदर्शन किया?",ग्लासगो
Respond to the question according to the provided context.,"बारिनो द्वारा ""ग्रीष्मकालीन"" का प्रदर्शन, बाद में ""फंतासिया"" के रूप में जाना जाता है, शीर्ष 8 पर व्यापक रूप से प्रशंसा की गई थी, और साइमन कॉवेल ने इसे अपने पसंदीदा आइडल पल के रूप में देखा कि वह नौ सत्रों में थे।। Fantasia और डायना Degarmo पिछले दो फाइनल थे, और फंतासिया को विजेता के रूप में ताज पहनाया गया। फंतासी ने अपने कोरोनेशन सिंगल ""आई फाइनल"" के रूप में जारी किया, सीजन वन फाइनल टामिरा ग्रे द्वारा सह-लिखित गीत, और डेगार्मो ने ""सपने"" जारी किए। फंतासिया ने एक रिकॉर्डिंग कलाकार के रूप में कुछ सफलता हासिल करने के लिए आगे बढ़े, जबकि हडसन, जिन्होंने सातवीं, अकादमी पुरस्कार और एक ग्रैमी दोनों को जीतने के लिए एकमात्र आइडल प्रतियोगी बन गया।
Ques: कौन अंतिम दो प्रतियोगी थे?",Fantasia और डायना Degarmo
दिए गए जानकारी के आधार पर प्रश्न का उत्तर दें।,"कनाडा के रग्बी फुटबॉल चैंपियनशिप के लिए सीआरयू के तहत टीमों की चैंपियनशिप के रूप में कनाडा के गवर्नर जनरल अल्बर्ट ग्रे, 4 वें अर्ल ग्रे, कनाडा के गवर्नर जनरल द्वारा दान किए जाने के बाद 1909 में ग्रे कप की स्थापना हुई थी।। प्रारंभ में एक शौकिया प्रतिस्पर्धा, यह अंततः 1940 के दशक और 1950 के दशक की शुरुआत में पेशेवर टीमों का प्रभुत्व बन गया। ओन्टारियो रग्बी फुटबॉल संघ, ट्रॉफी के लिए प्रतिस्पर्धा करने के लिए अंतिम शौकिया संगठन, 1 9 54 में प्रतिस्पर्धा से वापस ले लिया। यह कदम कनाडाई पेशेवर फुटबॉल के आधुनिक युग में उभरा।
Ques: 1909 में एक कनाडाई फुटबॉल चैंपियन को कौन सी ट्रॉफी दी गई थी?",ग्रे कप
प्रदान की गई जानकारी का उपयोग करके प्रश्न का उत्तर दें।,"बौद्ध स्कूल मुक्ति के मार्ग की सटीक प्रकृति पर भिन्न होते हैं, विभिन्न शिक्षाओं और ग्रंथों के महत्व और कैनोनीटी, और विशेष रूप से उनके संबंधित प्रथाओं में भिन्न होते हैं। बौद्ध धर्म एक निर्माता देवता से इनकार करता है और यह बताता है कि महबराह जैसे सांसारिक देवताओं को एक निर्माता होने के लिए गलत तरीके से किया जाता है। बौद्ध परंपरा और अभ्यास की नींव तीन गहने हैं: बुद्ध, धर्म (शिक्षा), और संघ (समुदाय)। ""ट्रिपल मणि में शरण लेना"" परंपरागत रूप से बौद्ध पथ पर होने की घोषणा और प्रतिबद्धता रही है, और सामान्य रूप से एक बौद्ध को एक बौद्ध से अलग करता है। अन्य प्रथाएं दस मेधावी कार्य हैं जिनमें लालच को कम करने के लिए दान दिया जाता है;नैतिक नियमों के बाद;पारंपरिक जीवन को त्यागना और एक मठवासी बनना;ध्यान के दिमाग और अभ्यास का विकास;उच्च बुद्धि और समझ की खेती;शास्त्रों का अध्ययन;भक्ति तंत्र;समारोह;और महायान परंपरा में, बौद्धों और बोधिसत्व का आह्वान।
Ques: बौद्धों और बोधिसत्व का आह्वान क्या परंपरा में है?",महायान
