instruction,hi_err,hi_corr
Fix the grammar error in the given Hindi sentence:,टुअर डी फ्रांस विश्व की सबसे लोकप्रिय और प्रतिष्ठित साइकिल प्रतियोगीता हैं,टुअर डी फ्रांस विश्व की सबसे लोकप्रिय और प्रतिष्ठित साइकिल प्रतियोगीता है
Make corrections to the grammar of the following Hindi sentence:,फ़िल्म के निदेशक था क्रिस कोलम्बस और निर्माता डेविड हेमन,फ़िल्म के निदेशक थे क्रिस कोलम्बस और निर्माता डेविड हेमन
Correct the given sentence:,वे 100 कैचों का कीर्तिमान भी इंग्लैंड में बना चुके है,वे 100 कैचों का कीर्तिमान भी इंग्लैंड में बना चुके हैं
Identify any grammatical issues in the sentence and fix them:,मार्च २००४ में ७ नए राष्ट्रों को इसके सदस्य बनाया गया फलस्वरूप सदस्य संख्या बढ़कर २६ हो गई,मार्च २००४ में ७ नए राष्ट्रों को इसका सदस्य बनाया गया फलस्वरूप सदस्य संख्या बढ़कर २६ हो गई
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,मार्च २००४ में ७ नए राष्ट्रों को इसका सदस्य बनाया गे फलस्वरूप सदस्य संख्या बढ़कर २६ हो गई,मार्च २००४ में ७ नए राष्ट्रों को इसका सदस्य बनाया गया फलस्वरूप सदस्य संख्या बढ़कर २६ हो गई
हिंदी वाक्य में मौजूद गलती को ठीक करें।,मार्च २००४ में ७ नए राष्ट्रों को इसका सदस्य बनाया गया फलस्वरूप सदस्य संख्या बढ़कर २६ हो गीं,मार्च २००४ में ७ नए राष्ट्रों को इसका सदस्य बनाया गया फलस्वरूप सदस्य संख्या बढ़कर २६ हो गई
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,महाशिवरात्रि के दिन भगवान शिव व पत्नी पार्वती की पूजा होती है,महाशिवरात्रि के दिन भगवान शिव व पत्नी पार्वती की पूजा होती हैं
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,इस अवस्था में भेद का लेश भी नहीं हैं क्योंकि भेद द्वैत में होता है,इस अवस्था में भेद का लेश भी नहीं है क्योंकि भेद द्वैत में होता है
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,इस अवस्था में भेद का लेश भी नहीं है क्योंकि भेद द्वैत में होता हैं,इस अवस्था में भेद का लेश भी नहीं है क्योंकि भेद द्वैत में होता है
Diye gaye sentence mein grammar ki galti ko theek karo:,इसका अतिरिकत भी कई वेद विषयक शब्दों का जीवन में क्या अर्थ लेना चाहिए इसका उद्धरण ब्राह्मण ग्रंथों में मिलता है,इसके अतिरिकत भी कई वेद विषयक शब्दों का जीवन में क्या अर्थ लेना चाहिए इसका उद्धरण ब्राह्मण ग्रंथों में मिलता है
Hindi sentence ke errors ko identify karke correct karo:,इसके अतिरिकत भी कई वेद विषयक शब्दों का जीवन में क्या अर्थ लेना चाहिए इसकी उद्धरण ब्राह्मण ग्रंथों में मिलता है,इसके अतिरिकत भी कई वेद विषयक शब्दों का जीवन में क्या अर्थ लेना चाहिए इसका उद्धरण ब्राह्मण ग्रंथों में मिलता है
Grammar mistake ko correct karo jo sentence mein hai:,इसके अतिरिकत भी कई वेद विषयक शब्दों का जीवन में क्या अर्थ लेना चाहिए इसका उद्धरण ब्राह्मण ग्रंथों में मिलता हैं,इसके अतिरिकत भी कई वेद विषयक शब्दों का जीवन में क्या अर्थ लेना चाहिए इसका उद्धरण ब्राह्मण ग्रंथों में मिलता है
Hindi sentence ka grammar sahi karo:,वेलिंग्टन पूरे विश्व की दक्षिणतम राष्ट्रीय राजधानी हैं,वेलिंग्टन पूरे विश्व की दक्षिणतम राष्ट्रीय राजधानी है
"Jo bhi error hai Hindi sentence mein, usse fix karo:",उनका सबसे पहली पोस्टिंग औरंगाबाद में हुई,उनकी सबसे पहली पोस्टिंग औरंगाबाद में हुई
Identify and correct the mistake in the provided Hindi sentence:,उनकी सबसे पहला पोस्टिंग औरंगाबाद में हुई,उनकी सबसे पहली पोस्टिंग औरंगाबाद में हुई
Fix the grammar error in the given Hindi sentence:,उनकी सबसे पहली पोस्टिंग औरंगाबाद में हुए,उनकी सबसे पहली पोस्टिंग औरंगाबाद में हुई
Make corrections to the grammar of the following Hindi sentence:,वे एक गैर परम्परावादी राजनयिक था,वे एक गैर परम्परावादी राजनयिक थे
Correct the given sentence:,एतदर्थ वह वस्तुओं का हनन एवं अपनी अपूजकों व विरोधियों का वध करता है,एतदर्थ वह वस्तुओं का हनन एवं अपने अपूजकों व विरोधियों का वध करता है
Identify any grammatical issues in the sentence and fix them:,एतदर्थ वह वस्तुओं का हनन एवं अपने अपूजकों व विरोधियों का वध करता हैं,एतदर्थ वह वस्तुओं का हनन एवं अपने अपूजकों व विरोधियों का वध करता है
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,"वैमानिक अभियान्त्रिकी विमानों की अभिकल्पना , निर्माण और प्रचालन करने का विज्ञान , कला और कार्य हैं","वैमानिक अभियान्त्रिकी विमानों की अभिकल्पना , निर्माण और प्रचालन करने का विज्ञान , कला और कार्य है"
हिंदी वाक्य में मौजूद गलती को ठीक करें।,केंद्र शासित प्रदेश दीव गुजरात राज्‍य के जूनागढ़ जिला के नजदीक स्थित हैं,केंद्र शासित प्रदेश दीव गुजरात राज्‍य के जूनागढ़ जिला के नजदीक स्थित है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,"पर वहाँ फ़्रोडो को बचे खुचे नूमेनोरियों का सरदार आरागॉर्न ज़रूर मिला , जिसने उनका काफ़ी मदद की","पर वहाँ फ़्रोडो को बचे खुचे नूमेनोरियों का सरदार आरागॉर्न ज़रूर मिला , जिसने उनकी काफ़ी मदद की"
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,उसके तीन वाचना होती थी और शलाकाओं द्वारा मतदान किया जाता था,उसकी तीन वाचना होती थी और शलाकाओं द्वारा मतदान किया जाता था
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,उसकी तीन वाचना होती था और शलाकाओं द्वारा मतदान किया जाता था,उसकी तीन वाचना होती थी और शलाकाओं द्वारा मतदान किया जाता था
Diye gaye sentence mein grammar ki galti ko theek karo:,उसकी तीन वाचना होती थी और शलाकाओं द्वारा मतदान किया जाता थे,उसकी तीन वाचना होती थी और शलाकाओं द्वारा मतदान किया जाता था
Hindi sentence ke errors ko identify karke correct karo:,"उपर्युक्त प्रदेश के दक्षिण में इंग्लैंड की सबसे बड़ी कोयले की खदानें यार्क , डरबी एवं नाटिंघम की खदानें है","उपर्युक्त प्रदेश के दक्षिण में इंग्लैंड की सबसे बड़ी कोयले की खदानें यार्क , डरबी एवं नाटिंघम की खदानें हैं"
Grammar mistake ko correct karo jo sentence mein hai:,रक्षक उन्हें गोलों में डलने से रोकता हैं,रक्षक उन्हें गोलों में डलने से रोकता है
Hindi sentence ka grammar sahi karo:,यातायात नील नदी मिस्र के लिये एक बहुत बड़ा जलमार्ग हैं,यातायात नील नदी मिस्र के लिये एक बहुत बड़ा जलमार्ग है
"Jo bhi error hai Hindi sentence mein, usse fix karo:",हैरी जेम्स पॉटर के माता पिता दोनो ही जादूगर थी,हैरी जेम्स पॉटर के माता पिता दोनो ही जादूगर थे
Identify and correct the mistake in the provided Hindi sentence:,इस दुर्ग के बारे में बहुत सारी दंत कथाएं भी प्रचलित हैं यह बहुत ही अच्छा और विशाल दुर्ग है,इस दुर्ग के बारे में बहुत सारी दंत कथाएं भी प्रचलित है यह बहुत ही अच्छा और विशाल दुर्ग है
Fix the grammar error in the given Hindi sentence:,इस दुर्ग के बारे में बहुत सारी दंत कथाएं भी प्रचलित है यह बहुत ही अच्छी और विशाल दुर्ग है,इस दुर्ग के बारे में बहुत सारी दंत कथाएं भी प्रचलित है यह बहुत ही अच्छा और विशाल दुर्ग है
Make corrections to the grammar of the following Hindi sentence:,इस दुर्ग के बारे में बहुत सारी दंत कथाएं भी प्रचलित है यह बहुत ही अच्छा और विशाल दुर्ग हैं,इस दुर्ग के बारे में बहुत सारी दंत कथाएं भी प्रचलित है यह बहुत ही अच्छा और विशाल दुर्ग है
Correct the given sentence:,"सटीकता सुनिश्चित करने के लिए , अंग्रेजी विक्षनरी की एक नीति हैं कि शर्तों को सत्यापित किया जाना आवश्यक है","सटीकता सुनिश्चित करने के लिए , अंग्रेजी विक्षनरी की एक नीति है कि शर्तों को सत्यापित किया जाना आवश्यक है"
Identify any grammatical issues in the sentence and fix them:,"सटीकता सुनिश्चित करने के लिए , अंग्रेजी विक्षनरी की एक नीति है कि शर्तों को सत्यापित किया जाना आवश्यक हैं","सटीकता सुनिश्चित करने के लिए , अंग्रेजी विक्षनरी की एक नीति है कि शर्तों को सत्यापित किया जाना आवश्यक है"
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,26 मई भारतीय वायुसेना को कार्यवाही के लिए आदेश दिया गी,26 मई भारतीय वायुसेना को कार्यवाही के लिए आदेश दिया गया
हिंदी वाक्य में मौजूद गलती को ठीक करें।,इनमें से अधिकांश शब्द इतालीय साहित्यिक प्रवृत्तियों की सफलता के कारण 16वीं शती में प्रवेश कर गा थे,इनमें से अधिकांश शब्द इतालीय साहित्यिक प्रवृत्तियों की सफलता के कारण 16वीं शती में प्रवेश कर गए थे
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,इनमें से अधिकांश शब्द इतालीय साहित्यिक प्रवृत्तियों की सफलता के कारण 16वीं शती में प्रवेश कर गए था,इनमें से अधिकांश शब्द इतालीय साहित्यिक प्रवृत्तियों की सफलता के कारण 16वीं शती में प्रवेश कर गए थे
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,जकार्ता की स्थापना चौथी शताब्दी में हुईं और यह एक महत्वपूर्ण व्यापारिक बंदरगाह गया,जकार्ता की स्थापना चौथी शताब्दी में हुई और यह एक महत्वपूर्ण व्यापारिक बंदरगाह गया
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,विस्तृत समारोह जन्म से मृत्यु तक नेवाः के जीवन चक्र का वर्णन करते है,विस्तृत समारोह जन्म से मृत्यु तक नेवाः के जीवन चक्र का वर्णन करते हैं
Diye gaye sentence mein grammar ki galti ko theek karo:,भक्ति मार्ग में जाति वर्ण गत भेद का स्थान नहीं हैं,भक्ति मार्ग में जाति वर्ण गत भेद का स्थान नहीं है
Hindi sentence ke errors ko identify karke correct karo:,अनुमान की गति ईश्वर तक नहीं हैं,अनुमान की गति ईश्वर तक नहीं है
Grammar mistake ko correct karo jo sentence mein hai:,"यह भूमध्य सागर , अंध सागर , आर्कटिक महासागर , प्रशांत महासागर और हिन्द महासागर से घिरा हुई है","यह भूमध्य सागर , अंध सागर , आर्कटिक महासागर , प्रशांत महासागर और हिन्द महासागर से घिरा हुआ है"
Hindi sentence ka grammar sahi karo:,"यह भूमध्य सागर , अंध सागर , आर्कटिक महासागर , प्रशांत महासागर और हिन्द महासागर से घिरा हुआ हैं","यह भूमध्य सागर , अंध सागर , आर्कटिक महासागर , प्रशांत महासागर और हिन्द महासागर से घिरा हुआ है"
"Jo bhi error hai Hindi sentence mein, usse fix karo:","इनमें प्रमुख हैं शंकर का अद्वैतवाद , रामानुज का विशिष्टाद्वैतवाद , मध्व का द्वैतवाद , निम्बार्क का द्वैताद्वैतवाद तथा वल्लभ का शुद्धाद्वैतवाद","इनमें प्रमुख है शंकर का अद्वैतवाद , रामानुज का विशिष्टाद्वैतवाद , मध्व का द्वैतवाद , निम्बार्क का द्वैताद्वैतवाद तथा वल्लभ का शुद्धाद्वैतवाद"
Identify and correct the mistake in the provided Hindi sentence:,ऊँचाई पर फर और निचले भागों में चीड़ के वृक्ष मिलते है,ऊँचाई पर फर और निचले भागों में चीड़ के वृक्ष मिलते हैं
Fix the grammar error in the given Hindi sentence:,इसे दादासाहेब फाल्के ने निर्देशित किया थे,इसे दादासाहेब फाल्के ने निर्देशित किया था
Make corrections to the grammar of the following Hindi sentence:,"चेक गणराज्य , जिसे चेकिया के नाम से भी जाना जाता हैं , मध्य यूरोप में एक स्थलरुद्ध देश है","चेक गणराज्य , जिसे चेकिया के नाम से भी जाना जाता है , मध्य यूरोप में एक स्थलरुद्ध देश है"
Correct the given sentence:,"चेक गणराज्य , जिसे चेकिया के नाम से भी जाना जाता है , मध्य यूरोप में एक स्थलरुद्ध देश हैं","चेक गणराज्य , जिसे चेकिया के नाम से भी जाना जाता है , मध्य यूरोप में एक स्थलरुद्ध देश है"
Identify any grammatical issues in the sentence and fix them:,उनके हत्‍या के छींटे उसके पति उम्‍मेद सिंह पर भी आए और फूलन के परिवार वाले उन्हें पीट भी चुके हैं,उनकी हत्‍या के छींटे उसके पति उम्‍मेद सिंह पर भी आए और फूलन के परिवार वाले उन्हें पीट भी चुके हैं
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,उनकी हत्‍या के छींटे उसका पति उम्‍मेद सिंह पर भी आए और फूलन के परिवार वाले उन्हें पीट भी चुके हैं,उनकी हत्‍या के छींटे उसके पति उम्‍मेद सिंह पर भी आए और फूलन के परिवार वाले उन्हें पीट भी चुके हैं
हिंदी वाक्य में मौजूद गलती को ठीक करें।,उनकी हत्‍या के छींटे उसके पति उम्‍मेद सिंह पर भी आए और फूलन के परिवार वाले उन्हें पीट भी चुके है,उनकी हत्‍या के छींटे उसके पति उम्‍मेद सिंह पर भी आए और फूलन के परिवार वाले उन्हें पीट भी चुके हैं
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,ज़्यादातर लोग जादूगरों और जादूगरनियों को मिथक और काल्पनिक मानते है,ज़्यादातर लोग जादूगरों और जादूगरनियों को मिथक और काल्पनिक मानते हैं
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,क्लोरोऑरिक अम्ल विलयन में स्टैनश क्लोराइड ( 2 ) मिश्रित करने पर एक नीललोहित अवक्षेप प्राप्त होता हैं,क्लोरोऑरिक अम्ल विलयन में स्टैनश क्लोराइड ( 2 ) मिश्रित करने पर एक नीललोहित अवक्षेप प्राप्त होता है
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,यह द्वीपसमूह भारत का एक केन्द्र शासित प्रदेश होने के साथ साथ एक जिला भी हैं,यह द्वीपसमूह भारत का एक केन्द्र शासित प्रदेश होने के साथ साथ एक जिला भी है
Diye gaye sentence mein grammar ki galti ko theek karo:,और भक्त समूह को भक्तों की संज्ञा दी जाती हैं,और भक्त समूह को भक्तों की संज्ञा दी जाती है
Hindi sentence ke errors ko identify karke correct karo:,इस काल में लोगों को रासायनिक क्रिया की वास्तविक प्रकृति का ज्ञान न थे,इस काल में लोगों को रासायनिक क्रिया की वास्तविक प्रकृति का ज्ञान न था
Grammar mistake ko correct karo jo sentence mein hai:,"पीले एक रंग है जो कि मानवीय चक्षु के शंकुओं में लम्बे एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता है","पीला एक रंग है जो कि मानवीय चक्षु के शंकुओं में लम्बे एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता है"
Hindi sentence ka grammar sahi karo:,"पीला एक रंग हैं जो कि मानवीय चक्षु के शंकुओं में लम्बे एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता है","पीला एक रंग है जो कि मानवीय चक्षु के शंकुओं में लम्बे एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता है"
"Jo bhi error hai Hindi sentence mein, usse fix karo:","पीला एक रंग है जो कि मानवीय चक्षु के शंकुओं में लम्बा एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता है","पीला एक रंग है जो कि मानवीय चक्षु के शंकुओं में लम्बे एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता है"
Identify and correct the mistake in the provided Hindi sentence:,"पीला एक रंग है जो कि मानवीय चक्षु के शंकुओं में लम्बे एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता हैं","पीला एक रंग है जो कि मानवीय चक्षु के शंकुओं में लम्बे एवं मध्यम , दोनों तरंग दैर्घ्य वालों को प्रभावित करता है"
Fix the grammar error in the given Hindi sentence:,शुद्ध सोना चमकदार पीली रंग का होता है जो कि बहुत ही आकर्षक रंग है,शुद्ध सोना चमकदार पीले रंग का होता है जो कि बहुत ही आकर्षक रंग है
Make corrections to the grammar of the following Hindi sentence:,शुद्ध सोना चमकदार पीले रंग का होता हैं जो कि बहुत ही आकर्षक रंग है,शुद्ध सोना चमकदार पीले रंग का होता है जो कि बहुत ही आकर्षक रंग है
Correct the given sentence:,शुद्ध सोना चमकदार पीले रंग का होता है जो कि बहुत ही आकर्षक रंग हैं,शुद्ध सोना चमकदार पीले रंग का होता है जो कि बहुत ही आकर्षक रंग है
Identify any grammatical issues in the sentence and fix them:,फ़ारस पर भी अरबों का प्रभुत्व हो गा और 762 में बग़दाद इस्लामी अब्बासी ख़िलाफ़त की राजधानी बनी,फ़ारस पर भी अरबों का प्रभुत्व हो गया और 762 में बग़दाद इस्लामी अब्बासी ख़िलाफ़त की राजधानी बनी
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,काल भैरव मंदिर आज के उज्जैन नगर में स्थित प्राचीन अवंतिका नगरी के क्षेत्र में स्थित हैं,काल भैरव मंदिर आज के उज्जैन नगर में स्थित प्राचीन अवंतिका नगरी के क्षेत्र में स्थित है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,रोन को चौथा साल में फ़्लूअर डेलाकोर से प्रेम हुआ था,रोन को चौथे साल में फ़्लूअर डेलाकोर से प्रेम हुआ था
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,रोन को चौथे साल में फ़्लूअर डेलाकोर से प्रेम हुईं था,रोन को चौथे साल में फ़्लूअर डेलाकोर से प्रेम हुआ था
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,रोन को चौथे साल में फ़्लूअर डेलाकोर से प्रेम हुआ थीं,रोन को चौथे साल में फ़्लूअर डेलाकोर से प्रेम हुआ था
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,इन प्रभागों को आगे 14 जिलों मे बाँटा गी है,इन प्रभागों को आगे 14 जिलों मे बाँटा गया है
Diye gaye sentence mein grammar ki galti ko theek karo:,इन प्रभागों को आगे 14 जिलों मे बाँटा गया हैं,इन प्रभागों को आगे 14 जिलों मे बाँटा गया है
Hindi sentence ke errors ko identify karke correct karo:,"देश के हिन्दू राजाओं में आपसी मनमुटाव , प्रतिद्वन्द्विता और शत्रुत्रा थीं","देश के हिन्दू राजाओं में आपसी मनमुटाव , प्रतिद्वन्द्विता और शत्रुत्रा थी"
Grammar mistake ko correct karo jo sentence mein hai:,"जहां एक तरफ नास्तिक व्यक्ति इसे एक कल्पना मात्र मानते है तो वही आस्तिक व्यक्ति , ईश्वर पर आस्था और भरोसा रखते हैं","जहां एक तरफ नास्तिक व्यक्ति इसे एक कल्पना मात्र मानते हैं तो वही आस्तिक व्यक्ति , ईश्वर पर आस्था और भरोसा रखते हैं"
Hindi sentence ka grammar sahi karo:,"जहां एक तरफ नास्तिक व्यक्ति इसे एक कल्पना मात्र मानते हैं तो वही आस्तिक व्यक्ति , ईश्वर पर आस्था और भरोसा रखते है","जहां एक तरफ नास्तिक व्यक्ति इसे एक कल्पना मात्र मानते हैं तो वही आस्तिक व्यक्ति , ईश्वर पर आस्था और भरोसा रखते हैं"
"Jo bhi error hai Hindi sentence mein, usse fix karo:","जयपुर को पिंक सिटी अथवा गुलाबी नगरी भी कहते हैं , इसको सबसे पहले स्टैनली रीड ने पिंक सिटी बोला था","जयपुर को पिंक सिटी अथवा गुलाबी नगरी भी कहते है , इसको सबसे पहले स्टैनली रीड ने पिंक सिटी बोला था"
Identify and correct the mistake in the provided Hindi sentence:,"जयपुर को पिंक सिटी अथवा गुलाबी नगरी भी कहते है , इसको सबसे पहले स्टैनली रीड ने पिंक सिटी बोला थी","जयपुर को पिंक सिटी अथवा गुलाबी नगरी भी कहते है , इसको सबसे पहले स्टैनली रीड ने पिंक सिटी बोला था"
Fix the grammar error in the given Hindi sentence:,"चंद्रिका कुमारतुंगे श्रीलंका की राष्ट्रपति थीं , 1994 से 2005 तक","चंद्रिका कुमारतुंगे श्रीलंका की राष्ट्रपति थी , 1994 से 2005 तक"
Make corrections to the grammar of the following Hindi sentence:,रहीम ने स्वयं ही अपनी जीवनकाल में इसका निर्माण करवाया था,रहीम ने स्वयं ही अपने जीवनकाल में इसका निर्माण करवाया था
Correct the given sentence:,रहीम ने स्वयं ही अपने जीवनकाल में इसकी निर्माण करवाया था,रहीम ने स्वयं ही अपने जीवनकाल में इसका निर्माण करवाया था
Identify any grammatical issues in the sentence and fix them:,रहीम ने स्वयं ही अपने जीवनकाल में इसका निर्माण करवाया थे,रहीम ने स्वयं ही अपने जीवनकाल में इसका निर्माण करवाया था
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,यही काल कामदेव के विकास का हैं और कामजनित भावनाओं पर अंकुश भगवद् आराधना से ही संभव हो सकता है,यही काल कामदेव के विकास का है और कामजनित भावनाओं पर अंकुश भगवद् आराधना से ही संभव हो सकता है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,यही काल कामदेव के विकास का है और कामजनित भावनाओं पर अंकुश भगवद् आराधना से ही संभव हो सकता हैं,यही काल कामदेव के विकास का है और कामजनित भावनाओं पर अंकुश भगवद् आराधना से ही संभव हो सकता है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,स्लोवाकिया पूर्वी यूरोप में स्थित हैं,स्लोवाकिया पूर्वी यूरोप में स्थित है
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,"वोल्डेमॉर्ट का अंतिम पतन लाने के प्रयास में , वह और उसका घरेलू एल्फ क्रीचर ने जादुई सुरक्षाओं को तोड़कर वह लॉकेट चुरा लिया था","वोल्डेमॉर्ट का अंतिम पतन लाने के प्रयास में , वह और उसके घरेलू एल्फ क्रीचर ने जादुई सुरक्षाओं को तोड़कर वह लॉकेट चुरा लिया था"
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,"वोल्डेमॉर्ट का अंतिम पतन लाने के प्रयास में , वह और उसके घरेलू एल्फ क्रीचर ने जादुई सुरक्षाओं को तोड़कर वह लॉकेट चुरा लिया थीं","वोल्डेमॉर्ट का अंतिम पतन लाने के प्रयास में , वह और उसके घरेलू एल्फ क्रीचर ने जादुई सुरक्षाओं को तोड़कर वह लॉकेट चुरा लिया था"
Diye gaye sentence mein grammar ki galti ko theek karo:,"2016 में , कंपनी ने 32 एकड़ परिसर खरीदा , जिसमें 25 की मरम्मत और विस्तार करने की योजना था","2016 में , कंपनी ने 32 एकड़ परिसर खरीदा , जिसमें 25 की मरम्मत और विस्तार करने की योजना थी"
Hindi sentence ke errors ko identify karke correct karo:,कंपनी निर्माण में और देरी नहीं करना चाहती थीं,कंपनी निर्माण में और देरी नहीं करना चाहती थी
Grammar mistake ko correct karo jo sentence mein hai:,सिन्ध की संस्कृति सिन्धु संस्कृति के नाम से जानी जाती हैं,सिन्ध की संस्कृति सिन्धु संस्कृति के नाम से जानी जाती है
Hindi sentence ka grammar sahi karo:,यह भूटान के नगरों की सूची हैं,यह भूटान के नगरों की सूची है
"Jo bhi error hai Hindi sentence mein, usse fix karo:",आपको बता दें त्रिपुरा बांग्‍लादेश तथा म्‍यांमार की नदी घाटियों के बीच स्थित हैं,आपको बता दें त्रिपुरा बांग्‍लादेश तथा म्‍यांमार की नदी घाटियों के बीच स्थित है
Identify and correct the mistake in the provided Hindi sentence:,प्रत्येक सम्प्रदाय के समर्थक अपना देवता को दूसरे सम्प्रदायों के देवता से बड़ा समझते थे और इस कारण से उनमें वैमनस्य बना रहता था,प्रत्येक सम्प्रदाय के समर्थक अपने देवता को दूसरे सम्प्रदायों के देवता से बड़ा समझते थे और इस कारण से उनमें वैमनस्य बना रहता था
Fix the grammar error in the given Hindi sentence:,प्रत्येक सम्प्रदाय के समर्थक अपने देवता को दूसरा सम्प्रदायों के देवता से बड़ा समझते थे और इस कारण से उनमें वैमनस्य बना रहता था,प्रत्येक सम्प्रदाय के समर्थक अपने देवता को दूसरे सम्प्रदायों के देवता से बड़ा समझते थे और इस कारण से उनमें वैमनस्य बना रहता था
Make corrections to the grammar of the following Hindi sentence:,प्रत्येक सम्प्रदाय के समर्थक अपने देवता को दूसरे सम्प्रदायों के देवता से बड़ा समझते थीं और इस कारण से उनमें वैमनस्य बना रहता था,प्रत्येक सम्प्रदाय के समर्थक अपने देवता को दूसरे सम्प्रदायों के देवता से बड़ा समझते थे और इस कारण से उनमें वैमनस्य बना रहता था
Correct the given sentence:,प्रत्येक सम्प्रदाय के समर्थक अपने देवता को दूसरे सम्प्रदायों के देवता से बड़ा समझते थे और इस कारण से उनमें वैमनस्य बना रहता थे,प्रत्येक सम्प्रदाय के समर्थक अपने देवता को दूसरे सम्प्रदायों के देवता से बड़ा समझते थे और इस कारण से उनमें वैमनस्य बना रहता था
